,number,segment,en,de,es,fr,id,it,ja,ko,lt,lv,pl,ru,tr,th,vi
314,77481,70|+|7|x|1000|+|4|x|100|+|80|+|1,"seventy-seven thousand, four hundred and eighty-one",siebenundsiebzigtausendvierhunderteinundachtzig,setenta y siete mil cuatrocientos ochenta y uno,soixante-dix-sept mille quatre cent quatre-vingt-un,tujuh puluh tujuh ribu empat ratus delapan puluh satu,settantasettemilaquattrocentottantuno,七万七千四百八十一,칠만 칠천사백팔십일,septyniasdešimt septyni tūkstančiai keturi šimtai aštuoniasdešimt vienas,septiņdesmit septiņi tūkstoši četri simti astoņdesmit viens,siedemdziesiąt siedem tysięcy czterysta osiemdziesiąt jeden,семьдесят семь тысяч четыреста восемьдесят один,yetmişyedibindörtyüzseksenbir,เจ็ดหมื่นเจ็ดพันสี่ร้อยแปดสิบเอ็ด,bảy mươi bảy nghìn bốn trăm tám mươi mốt
315,51388,50|+|1|x|1000|+|3|x|100|+|80|+|8,"fifty-one thousand, three hundred and eighty-eight",einundfünfzigtausenddreihundertachtundachtzig,cincuenta y uno mil trescientos ochenta y ocho,cinquante et un mille trois cent quatre-vingt-huit,lima puluh satu ribu tiga ratus delapan puluh delapan,cinquantunomilatrecentottantotto,五万千三百八十八,오만 천삼백팔십팔,penkiasdešimt vienas tūkstantis trys šimtai aštuoniasdešimt aštuoni,piecdesmit viens tūkstotis trīs simti astoņdesmit astoņi,pięćdziesiąt jeden tysięcy trzysta osiemdziesiąt osiem,пятьдесят одна тысяча триста восемьдесят восемь,ellibirbinüçyüzseksensekiz,ห้าหมื่นหนึ่งพันสามร้อยแปดสิบแปด,năm mươi mốt nghìn ba trăm tám mươi tám
316,32734,30|+|2|x|1000|+|7|x|100|+|30|+|4,"thirty-two thousand, seven hundred and thirty-four",zweiunddreißigtausendsiebenhundertvierunddreißig,treinta y dos mil setecientos treinta y cuatro,trente-deux mille sept cent trente-quatre,tiga puluh dua ribu tujuh ratus tiga puluh empat,trentaduemilasettecentotrentaquattro,三万二千七百三十四,삼만 이천칠백삼십사,trisdešimt du tūkstančiai septyni šimtai trisdešimt keturi,trīsdesmit divi tūkstoši septiņi simti trīsdesmit četri,trzydzieści dwa tysiące siedemset trzydzieści cztery,тридцать две тысячи семьсот тридцать четыре,otuzikibinyediyüzotuzdört,สามหมื่นสองพันเจ็ดร้อยสามสิบสี่,ba mươi hai nghìn bảy trăm ba mươi bốn
317,46701,40|+|6|x|1000|+|7|x|100|+|0|+|1,"forty-six thousand, seven hundred and one",sechsundvierzigtausendsiebenhunderteins,cuarenta y seis mil setecientos uno,quarante-six mille sept cent un,empat puluh enam ribu tujuh ratus satu,quarantaseimilasettecentouno,四万六千七百一,사만 육천칠백일,keturiasdešimt šeši tūkstančiai septyni šimtai vienas,četrdesmit seši tūkstoši septiņi simti viens,czterdzieści sześć tysięcy siedemset jeden,сорок шесть тысяч семьсот один,kırkaltıbinyediyüzbir,สี่หมื่นหกพันเจ็ดร้อยเอ็ด,bốn mươi sáu nghìn bảy trăm lẻ một
318,74332,70|+|4|x|1000|+|3|x|100|+|30|+|2,"seventy-four thousand, three hundred and thirty-two",vierundsiebzigtausenddreihundertzweiunddreißig,setenta y cuatro mil trescientos treinta y dos,soixante-quatorze mille trois cent trente-deux,tujuh puluh empat ribu tiga ratus tiga puluh dua,settantaquattromilatrecentotrentadue,七万四千三百三十二,칠만 사천삼백삼십이,septyniasdešimt keturi tūkstančiai trys šimtai trisdešimt du,septiņdesmit četri tūkstoši trīs simti trīsdesmit divi,siedemdziesiąt cztery tysiące trzysta trzydzieści dwa,семьдесят четыре тысячи триста тридцать два,yetmişdörtbinüçyüzotuziki,เจ็ดหมื่นสี่พันสามร้อยสามสิบสอง,bảy mươi bốn nghìn ba trăm ba mươi hai
319,54278,50|+|4|x|1000|+|2|x|100|+|70|+|8,"fifty-four thousand, two hundred and seventy-eight",vierundfünfzigtausendzweihundertachtundsiebzig,cincuenta y cuatro mil doscientos setenta y ocho,cinquante-quatre mille deux cent soixante-dix-huit,lima puluh empat ribu dua ratus tujuh puluh delapan,cinquantaquattromiladuecentosettantotto,五万四千二百七十八,오만 사천이백칠십팔,penkiasdešimt keturi tūkstančiai du šimtai septyniasdešimt aštuoni,piecdesmit četri tūkstoši divi simti septiņdesmit astoņi,pięćdziesiąt cztery tysiące dwieście siedemdziesiąt osiem,пятьдесят четыре тысячи двести семьдесят восемь,ellidörtbinikiyüzyetmişsekiz,ห้าหมื่นสี่พันสองร้อยเจ็ดสิบแปด,năm mươi bốn nghìn hai trăm bảy mươi tám
320,26493,20|+|6|x|1000|+|4|x|100|+|90|+|3,"twenty-six thousand, four hundred and ninety-three",sechsundzwanzigtausendvierhundertdreiundneunzig,veintiséis mil cuatrocientos noventa y tres,vingt-six mille quatre cent quatre-vingt-treize,dua puluh enam ribu empat ratus sembilan puluh tiga,ventiseimilaquattrocentonovantatré,二万六千四百九十三,이만 육천사백구십삼,dvidešimt šeši tūkstančiai keturi šimtai devyniasdešimt trys,divdesmit seši tūkstoši četri simti deviņdesmit trīs,dwadzieścia sześć tysięcy czterysta dziewięćdzisiąt trzy,двадцать шесть тысяч четыреста девяносто три,yirmialtıbindörtyüzdoksanüç,สองหมื่นหกพันสี่ร้อยเก้าสิบสาม,hai mươi sáu nghìn bốn trăm chín mươi ba
321,61425,60|+|1|x|1000|+|4|x|100|+|20|+|5,"sixty-one thousand, four hundred and twenty-five",einundsechzigtausendvierhundertfünfundzwanzig,sesenta y uno mil cuatrocientos veinticinco,soixante et un mille quatre cent vingt-cinq,enam puluh satu ribu empat ratus dua puluh lima,sessantunomilaquattrocentoventicinque,六万千四百二十五,육만 천사백이십오,šešiasdešimt vienas tūkstantis keturi šimtai dvidešimt penki,sešdesmit viens tūkstotis četri simti divdesmit pieci,sześćdziesiąt jeden tysięcy czterysta dwadzieścia pięć,шестьдесят одна тысяча четыреста двадцать пять,altmışbirbindörtyüzyirmibeş,หกหมื่นหนึ่งพันสี่ร้อยยี่สิบห้า,sáu mươi mốt nghìn bốn trăm hai mươi lăm
322,67499,60|+|7|x|1000|+|4|x|100|+|90|+|9,"sixty-seven thousand, four hundred and ninety-nine",siebenundsechzigtausendvierhundertneunundneunzig,sesenta y siete mil cuatrocientos noventa y nueve,soixante-sept mille quatre cent quatre-vingt-dix-neuf,enam puluh tujuh ribu empat ratus sembilan puluh sembilan,sessantasettemilaquattrocentonovantanove,六万七千四百九十九,육만 칠천사백구십구,šešiasdešimt septyni tūkstančiai keturi šimtai devyniasdešimt devyni,sešdesmit septiņi tūkstoši četri simti deviņdesmit deviņi,sześćdziesiąt siedem tysięcy czterysta dziewięćdzisiąt dziewięć,шестьдесят семь тысяч четыреста девяносто девять,altmışyedibindörtyüzdoksandokuz,หกหมื่นเจ็ดพันสี่ร้อยเก้าสิบเก้า,sáu mươi bảy nghìn bốn trăm chín mươi chín
323,69274,60|+|9|x|1000|+|2|x|100|+|70|+|4,"sixty-nine thousand, two hundred and seventy-four",neunundsechzigtausendzweihundertvierundsiebzig,sesenta y nueve mil doscientos setenta y cuatro,soixante-neuf mille deux cent soixante-quatorze,enam puluh sembilan ribu dua ratus tujuh puluh empat,sessantanovemiladuecentosettantaquattro,六万九千二百七十四,육만 구천이백칠십사,šešiasdešimt devyni tūkstančiai du šimtai septyniasdešimt keturi,sešdesmit deviņi tūkstoši divi simti septiņdesmit četri,sześćdziesiąt dziewięć tysięcy dwieście siedemdziesiąt cztery,шестьдесят девять тысяч двести семьдесят четыре,altmışdokuzbinikiyüzyetmişdört,หกหมื่นเก้าพันสองร้อยเจ็ดสิบสี่,sáu mươi chín nghìn hai trăm bảy mươi bốn
324,41952,40|+|1|x|1000|+|9|x|100|+|50|+|2,"forty-one thousand, nine hundred and fifty-two",einundvierzigtausendneunhundertzweiundfünfzig,cuarenta y uno mil novecientos cincuenta y dos,quarante et un mille neuf cent cinquante-deux,empat puluh satu ribu sembilan ratus lima puluh dua,quarantunomilanovecentocinquantadue,四万千九百五十二,사만 천구백오십이,keturiasdešimt vienas tūkstantis devyni šimtai penkiasdešimt du,četrdesmit viens tūkstotis deviņi simti piecdesmit divi,czterdzieści jeden tysięcy dziewięćset pięćdziesiąt dwa,сорок одна тысяча девятьсот пятьдесят два,kırkbirbindokuzyüzelliiki,สี่หมื่นหนึ่งพันเก้าร้อยห้าสิบสอง,bốn mươi mốt nghìn chín trăm năm mươi hai
325,50470,50|+|0|x|1000|+|4|x|100|+|70|+|0,"fifty thousand, four hundred and seventy",fünfzigtausendvierhundertsiebzig,cincuenta mil cuatrocientos setenta,cinquante mille quatre cent soixante-dix,lima puluh ribu empat ratus tujuh puluh,cinquantamilaquattrocentosettanta,五万四百七十,오만 사백칠십,penkiasdešimt tūkstančių keturi šimtai septyniasdešimt,piecdesmit tūkstoši četri simti septiņdesmit,pięćdziesiąt tysięcy czterysta siedemdziesiąt,пятьдесят тысяч четыреста семьдесят,ellibindörtyüzyetmiş,ห้าหมื่นสี่ร้อยเจ็ดสิบ,năm mươi nghìn bốn trăm bảy mươi
326,13643,10|+|3|x|1000|+|6|x|100|+|40|+|3,"thirteen thousand, six hundred and forty-three",dreizehntausendsechshundertdreiundvierzig,trece mil seiscientos cuarenta y tres,treize mille six cent quarante-trois,tiga belas ribu enam ratus empat puluh tiga,tredicimilaseicentoquarantatré,一万三千六百四十三,만 삼천육백사십삼,trylika tūkstančių šeši šimtai keturiasdešimt trys,trīspadsmit tūkstoši seši simti četrdesmit trīs,trzynaście tysięcy sześćset czterdzieści trzy,тринадцать тысяч шестьсот сорок три,onüçbinaltıyüzkırküç,หนึ่งหมื่นสามพันหกร้อยสี่สิบสาม,mười ba nghìn sáu trăm bốn mươi ba
327,18013,10|+|8|x|1000|+|0|x|100|+|10|+|3,eighteen thousand and thirteen,achtzehntausenddreizehn,dieciocho mil trece,dix-huit mille treize,delapan belas ribu tiga belas,diciottomilatredici,一万八千十三,만 팔천십삼,aštuoniolika tūkstančių trylika,astoņpadsmit tūkstoši trīspadsmit,osiemnaście tysięcy trzynaście,восемнадцать тысяч тринадцать,onsekizbinonüç,หนึ่งหมื่นแปดพันสิบสาม,mười tám nghìn lẻ mười ba
328,77853,70|+|7|x|1000|+|8|x|100|+|50|+|3,"seventy-seven thousand, eight hundred and fifty-three",siebenundsiebzigtausendachthundertdreiundfünfzig,setenta y siete mil ochocientos cincuenta y tres,soixante-dix-sept mille huit cent cinquante-trois,tujuh puluh tujuh ribu delapan ratus lima puluh tiga,settantasettemilaottocentocinquantatré,七万七千八百五十三,칠만 칠천팔백오십삼,septyniasdešimt septyni tūkstančiai aštuoni šimtai penkiasdešimt trys,septiņdesmit septiņi tūkstoši astoņi simti piecdesmit trīs,siedemdziesiąt siedem tysięcy osiemset pięćdziesiąt trzy,семьдесят семь тысяч восемьсот пятьдесят три,yetmişyedibinsekizyüzelliüç,เจ็ดหมื่นเจ็ดพันแปดร้อยห้าสิบสาม,bảy mươi bảy nghìn tám trăm năm mươi ba
329,71912,70|+|1|x|1000|+|9|x|100|+|10|+|2,"seventy-one thousand, nine hundred and twelve",einundsiebzigtausendneunhundertzwölf,setenta y uno mil novecientos doce,soixante et onze mille neuf cent douze,tujuh puluh satu ribu sembilan ratus dua belas,settantunomilanovecentododici,七万千九百十二,칠만 천구백십이,septyniasdešimt vienas tūkstantis devyni šimtai dvylika,septiņdesmit viens tūkstotis deviņi simti divpadsmit,siedemdziesiąt jeden tysięcy dziewięćset dwanaście,семьдесят одна тысяча девятьсот двенадцать,yetmişbirbindokuzyüzoniki,เจ็ดหมื่นหนึ่งพันเก้าร้อยสิบสอง,bảy mươi mốt nghìn chín trăm mười hai
330,64760,60|+|4|x|1000|+|7|x|100|+|60|+|0,"sixty-four thousand, seven hundred and sixty",vierundsechzigtausendsiebenhundertsechzig,sesenta y cuatro mil setecientos sesenta,soixante-quatre mille sept cent soixante,enam puluh empat ribu tujuh ratus enam puluh,sessantaquattromilasettecentosessanta,六万四千七百六十,육만 사천칠백육십,šešiasdešimt keturi tūkstančiai septyni šimtai šešiasdešimt,sešdesmit četri tūkstoši septiņi simti sešdesmit,sześćdziesiąt cztery tysiące siedemset sześćdziesiąt,шестьдесят четыре тысячи семьсот шестьдесят,altmışdörtbinyediyüzaltmış,หกหมื่นสี่พันเจ็ดร้อยหกสิบ,sáu mươi bốn nghìn bảy trăm sáu mươi
331,34725,30|+|4|x|1000|+|7|x|100|+|20|+|5,"thirty-four thousand, seven hundred and twenty-five",vierunddreißigtausendsiebenhundertfünfundzwanzig,treinta y cuatro mil setecientos veinticinco,trente-quatre mille sept cent vingt-cinq,tiga puluh empat ribu tujuh ratus dua puluh lima,trentaquattromilasettecentoventicinque,三万四千七百二十五,삼만 사천칠백이십오,trisdešimt keturi tūkstančiai septyni šimtai dvidešimt penki,trīsdesmit četri tūkstoši septiņi simti divdesmit pieci,trzydzieści cztery tysiące siedemset dwadzieścia pięć,тридцать четыре тысячи семьсот двадцать пять,otuzdörtbinyediyüzyirmibeş,สามหมื่นสี่พันเจ็ดร้อยยี่สิบห้า,ba mươi bốn nghìn bảy trăm hai mươi lăm
332,96070,90|+|6|x|1000|+|0|x|100|+|70|+|0,ninety-six thousand and seventy,sechsundneunzigtausendsiebzig,noventa y seis mil setenta,quatre-vingt-seize mille soixante-dix,sembilan puluh enam ribu tujuh puluh,novantaseimilasettanta,九万六千七十,구만 육천칠십,devyniasdešimt šeši tūkstančiai septyniasdešimt,deviņdesmit seši tūkstoši septiņdesmit,dziewięćdzisiąt sześć tysięcy siedemdziesiąt,девяносто шесть тысяч семьдесят,doksanaltıbinyetmiş,เก้าหมื่นหกพันเจ็ดสิบ,chín mươi sáu nghìn lẻ bảy mươi
333,29550,20|+|9|x|1000|+|5|x|100|+|50|+|0,"twenty-nine thousand, five hundred and fifty",neunundzwanzigtausendfünfhundertfünfzig,veintinueve mil quinientos cincuenta,vingt-neuf mille cinq cent cinquante,dua puluh sembilan ribu lima ratus lima puluh,ventinovemilacinquecentocinquanta,二万九千五百五十,이만 구천오백오십,dvidešimt devyni tūkstančiai penki šimtai penkiasdešimt,divdesmit deviņi tūkstoši pieci simti piecdesmit,dwadzieścia dziewięć tysięcy pięćset pięćdziesiąt,двадцать девять тысяч пятьсот пятьдесят,yirmidokuzbinbeşyüzelli,สองหมื่นเก้าพันห้าร้อยห้าสิบ,hai mươi chín nghìn năm trăm năm mươi
