,number,segment,en,de,es,fr,id,it,ja,ko,lt,lv,pl,ru,tr,th,vi
305,21412,20|+|1|x|1000|+|4|x|100|+|10|+|2,"seventy-five thousand, nine hundred and forty-three",fünfundsiebzigtausendneunhundertdreiundvierzig,setenta y cinco mil novecientos cuarenta y tres,soixante-quinze mille neuf cent quarante-trois,tujuh puluh lima ribu sembilan ratus empat puluh tiga,settantacinquemilanovecentoquarantatré,七万五千九百四十三,칠만 오천구백사십삼,septyniasdešimt penki tūkstančiai devyni šimtai keturiasdešimt trys,septiņdesmit pieci tūkstoši deviņi simti četrdesmit trīs,siedemdziesiąt pięć tysięcy dziewięćset czterdzieści trzy,семьдесят пять тысяч девятьсот сорок три,yetmişbeşbindokuzyüzkırküç,เจ็ดหมื่นห้าพันเก้าร้อยสี่สิบสาม,bảy mươi lăm nghìn chín trăm bốn mươi ba
306,29567,20|+|9|x|1000|+|5|x|100|+|60|+|7,"forty thousand, three hundred and seventy-five",vierzigtausenddreihundertfünfundsiebzig,cuarenta mil trescientos setenta y cinco,quarante mille trois cent soixante-quinze,empat puluh ribu tiga ratus tujuh puluh lima,quarantamilatrecentosettantacinque,四万三百七十五,사만 삼백칠십오,keturiasdešimt tūkstančių trys šimtai septyniasdešimt penki,četrdesmit tūkstoši trīs simti septiņdesmit pieci,czterdzieści tysięcy trzysta siedemdziesiąt pięć,сорок тысяч триста семьдесят пять,kırkbinüçyüzyetmişbeş,สี่หมื่นสามร้อยเจ็ดสิบห้า,bốn mươi nghìn ba trăm bảy mươi lăm
307,46559,40|+|6|x|1000|+|5|x|100|+|50|+|9,"forty-four thousand, one hundred and fifty-eight",vierundvierzigtausendeinhundertachtundfünfzig,cuarenta y cuatro mil ciento cincuenta y ocho,quarante-quatre mille cent cinquante-huit,empat puluh empat ribu seratus lima puluh delapan,quarantaquattromilacentocinquantotto,四万四千百五十八,사만 사천백오십팔,keturiasdešimt keturi tūkstančiai vienas šimtas penkiasdešimt aštuoni,četrdesmit četri tūkstoši simts piecdesmit astoņi,czterdzieści cztery tysiące sto pięćdziesiąt osiem,сорок четыре тысячи сто пятьдесят восемь,kırkdörtbinyüzellisekiz,สี่หมื่นสี่พันหนึ่งร้อยห้าสิบแปด,bốn mươi bốn nghìn một trăm năm mươi tám
308,50958,50|+|0|x|1000|+|9|x|100|+|50|+|8,"seventy-nine thousand, three hundred",neunundsiebzigtausenddreihundert,setenta y nueve mil trescientos,soixante-dix-neuf mille trois cents,tujuh puluh sembilan ribu tiga ratus,settantanovemilatrecento,七万九千三百,칠만 구천삼백,septyniasdešimt devyni tūkstančiai trys šimtai,septiņdesmit deviņi tūkstoši trīs simti,siedemdziesiąt dziewięć tysięcy trzysta,семьдесят девять тысяч триста,yetmişdokuzbinüçyüz,เจ็ดหมื่นเก้าพันสามร้อย,bảy mươi chín nghìn ba trăm
309,68175,60|+|8|x|1000|+|1|x|100|+|70|+|5,"twenty-nine thousand, two hundred and eighty-six",neunundzwanzigtausendzweihundertsechsundachtzig,veintinueve mil doscientos ochenta y seis,vingt-neuf mille deux cent quatre-vingt-six,dua puluh sembilan ribu dua ratus delapan puluh enam,ventinovemiladuecentottantasei,二万九千二百八十六,이만 구천이백팔십육,dvidešimt devyni tūkstančiai du šimtai aštuoniasdešimt šeši,divdesmit deviņi tūkstoši divi simti astoņdesmit seši,dwadzieścia dziewięć tysięcy dwieście osiemdziesiąt sześć,двадцать девять тысяч двести восемьдесят шесть,yirmidokuzbinikiyüzseksenaltı,สองหมื่นเก้าพันสองร้อยแปดสิบหก,hai mươi chín nghìn hai trăm tám mươi sáu
310,69592,60|+|9|x|1000|+|5|x|100|+|90|+|2,"eighty-one thousand, seven hundred and forty-one",einundachtzigtausendsiebenhunderteinundvierzig,ochenta y uno mil setecientos cuarenta y uno,quatre-vingt-un mille sept cent quarante et un,delapan puluh satu ribu tujuh ratus empat puluh satu,ottantunomilasettecentoquarantuno,八万千七百四十一,팔만 천칠백사십일,aštuoniasdešimt vienas tūkstantis septyni šimtai keturiasdešimt vienas,astoņdesmit viens tūkstotis septiņi simti četrdesmit viens,osiemdziesiąt jeden tysięcy siedemset czterdzieści jeden,восемьдесят одна тысяча семьсот сорок один,seksenbirbinyediyüzkırkbir,แปดหมื่นหนึ่งพันเจ็ดร้อยสี่สิบเอ็ด,tám mươi mốt nghìn bảy trăm bốn mươi mốt
311,16912,10|+|6|x|1000|+|9|x|100|+|10|+|2,"sixty thousand, two hundred and thirty-three",sechzigtausendzweihundertdreiunddreißig,sesenta mil doscientos treinta y tres,soixante mille deux cent trente-trois,enam puluh ribu dua ratus tiga puluh tiga,sessantamiladuecentotrentatré,六万二百三十三,육만 이백삼십삼,šešiasdešimt tūkstančių du šimtai trisdešimt trys,sešdesmit tūkstoši divi simti trīsdesmit trīs,sześćdziesiąt tysięcy dwieście trzydzieści trzy,шестьдесят тысяч двести тридцать три,altmışbinikiyüzotuzüç,หกหมื่นสองร้อยสามสิบสาม,sáu mươi nghìn hai trăm ba mươi ba
312,43575,40|+|3|x|1000|+|5|x|100|+|70|+|5,"forty thousand, one hundred and forty-nine",vierzigtausendeinhundertneunundvierzig,cuarenta mil ciento cuarenta y nueve,quarante mille cent quarante-neuf,empat puluh ribu seratus empat puluh sembilan,quarantamilacentoquarantanove,四万百四十九,사만 백사십구,keturiasdešimt tūkstančių vienas šimtas keturiasdešimt devyni,četrdesmit tūkstoši simts četrdesmit deviņi,czterdzieści tysięcy sto czterdzieści dziewięć,сорок тысяч сто сорок девять,kırkbinyüzkırkdokuz,สี่หมื่นหนึ่งร้อยสี่สิบเก้า,bốn mươi nghìn một trăm bốn mươi chín
313,80558,80|+|0|x|1000|+|5|x|100|+|50|+|8,"fifteen thousand, one hundred and thirty-four",fünfzehntausendeinhundertvierunddreißig,quince mil ciento treinta y cuatro,quinze mille cent trente-quatre,lima belas ribu seratus tiga puluh empat,quindicimilacentotrentaquattro,一万五千百三十四,만 오천백삼십사,penkiolika tūkstančių vienas šimtas trisdešimt keturi,piecpadsmit tūkstoši simts trīsdesmit četri,piętnaście tysięcy sto trzydzieści cztery,пятнадцать тысяч сто тридцать четыре,onbeşbinyüzotuzdört,หนึ่งหมื่นห้าพันหนึ่งร้อยสามสิบสี่,mười lăm nghìn một trăm ba mươi bốn
314,94554,90|+|4|x|1000|+|5|x|100|+|50|+|4,"sixty-one thousand, four hundred and sixty-four",einundsechzigtausendvierhundertvierundsechzig,sesenta y uno mil cuatrocientos sesenta y cuatro,soixante et un mille quatre cent soixante-quatre,enam puluh satu ribu empat ratus enam puluh empat,sessantunomilaquattrocentosessantaquattro,六万千四百六十四,육만 천사백육십사,šešiasdešimt vienas tūkstantis keturi šimtai šešiasdešimt keturi,sešdesmit viens tūkstotis četri simti sešdesmit četri,sześćdziesiąt jeden tysięcy czterysta sześćdziesiąt cztery,шестьдесят одна тысяча четыреста шестьдесят четыре,altmışbirbindörtyüzaltmışdört,หกหมื่นหนึ่งพันสี่ร้อยหกสิบสี่,sáu mươi mốt nghìn bốn trăm sáu mươi bốn
315,16954,10|+|6|x|1000|+|9|x|100|+|50|+|4,"twenty thousand, nine hundred and eighty-three",zwanzigtausendneunhundertdreiundachtzig,veinte mil novecientos ochenta y tres,vingt mille neuf cent quatre-vingt-trois,dua puluh ribu sembilan ratus delapan puluh tiga,ventimilanovecentottantatré,二万九百八十三,이만 구백팔십삼,dvidešimt tūkstančių devyni šimtai aštuoniasdešimt trys,divdesmit tūkstoši deviņi simti astoņdesmit trīs,dwadzieścia tysięcy dziewięćset osiemdziesiąt trzy,двадцать тысяч девятьсот восемьдесят три,yirmibindokuzyüzseksenüç,สองหมื่นเก้าร้อยแปดสิบสาม,hai mươi nghìn chín trăm tám mươi ba
316,87451,80|+|7|x|1000|+|4|x|100|+|50|+|1,ninety-two thousand and ninety-five,zweiundneunzigtausendfünfundneunzig,noventa y dos mil noventa y cinco,quatre-vingt-douze mille quatre-vingt-quinze,sembilan puluh dua ribu sembilan puluh lima,novantaduemilanovantacinque,九万二千九十五,구만 이천구십오,devyniasdešimt du tūkstančiai devyniasdešimt penki,deviņdesmit divi tūkstoši deviņdesmit pieci,dziewięćdzisiąt dwa tysiące dziewięćdzisiąt pięć,девяносто две тысячи девяносто пять,doksanikibindoksanbeş,เก้าหมื่นสองพันเก้าสิบห้า,chín mươi hai nghìn lẻ chín mươi lăm
317,61290,60|+|1|x|1000|+|2|x|100|+|90|+|0,"thirty-eight thousand, six hundred and forty-six",achtunddreißigtausendsechshundertsechsundvierzig,treinta y ocho mil seiscientos cuarenta y seis,trente-huit mille six cent quarante-six,tiga puluh delapan ribu enam ratus empat puluh enam,trentottomilaseicentoquarantasei,三万八千六百四十六,삼만 팔천육백사십육,trisdešimt aštuoni tūkstančiai šeši šimtai keturiasdešimt šeši,trīsdesmit astoņi tūkstoši seši simti četrdesmit seši,trzydzieści osiem tysięcy sześćset czterdzieści sześć,тридцать восемь тысяч шестьсот сорок шесть,otuzsekizbinaltıyüzkırkaltı,สามหมื่นแปดพันหกร้อยสี่สิบหก,ba mươi tám nghìn sáu trăm bốn mươi sáu
318,70955,70|+|0|x|1000|+|9|x|100|+|50|+|5,"thirty-two thousand, eight hundred and forty-six",zweiunddreißigtausendachthundertsechsundvierzig,treinta y dos mil ochocientos cuarenta y seis,trente-deux mille huit cent quarante-six,tiga puluh dua ribu delapan ratus empat puluh enam,trentaduemilaottocentoquarantasei,三万二千八百四十六,삼만 이천팔백사십육,trisdešimt du tūkstančiai aštuoni šimtai keturiasdešimt šeši,trīsdesmit divi tūkstoši astoņi simti četrdesmit seši,trzydzieści dwa tysiące osiemset czterdzieści sześć,тридцать две тысячи восемьсот сорок шесть,otuzikibinsekizyüzkırkaltı,สามหมื่นสองพันแปดร้อยสี่สิบหก,ba mươi hai nghìn tám trăm bốn mươi sáu
319,53659,50|+|3|x|1000|+|6|x|100|+|50|+|9,"fifty-four thousand, seven hundred and five",vierundfünfzigtausendsiebenhundertfünf,cincuenta y cuatro mil setecientos cinco,cinquante-quatre mille sept cent cinq,lima puluh empat ribu tujuh ratus lima,cinquantaquattromilasettecentocinque,五万四千七百五,오만 사천칠백오,penkiasdešimt keturi tūkstančiai septyni šimtai penki,piecdesmit četri tūkstoši septiņi simti pieci,pięćdziesiąt cztery tysiące siedemset pięć,пятьдесят четыре тысячи семьсот пять,ellidörtbinyediyüzbeş,ห้าหมื่นสี่พันเจ็ดร้อยห้า,năm mươi bốn nghìn bảy trăm lẻ năm
320,65036,60|+|5|x|1000|+|0|x|100|+|30|+|6,"thirty-four thousand, six hundred and one",vierunddreißigtausendsechshunderteins,treinta y cuatro mil seiscientos uno,trente-quatre mille six cent un,tiga puluh empat ribu enam ratus satu,trentaquattromilaseicentouno,三万四千六百一,삼만 사천육백일,trisdešimt keturi tūkstančiai šeši šimtai vienas,trīsdesmit četri tūkstoši seši simti viens,trzydzieści cztery tysiące sześćset jeden,тридцать четыре тысячи шестьсот один,otuzdörtbinaltıyüzbir,สามหมื่นสี่พันหกร้อยเอ็ด,ba mươi bốn nghìn sáu trăm lẻ một
321,90285,90|+|0|x|1000|+|2|x|100|+|80|+|5,"eighty-seven thousand, nine hundred and sixty-six",siebenundachtzigtausendneunhundertsechsundsechzig,ochenta y siete mil novecientos sesenta y seis,quatre-vingt-sept mille neuf cent soixante-six,delapan puluh tujuh ribu sembilan ratus enam puluh enam,ottantasettemilanovecentosessantasei,八万七千九百六十六,팔만 칠천구백육십육,aštuoniasdešimt septyni tūkstančiai devyni šimtai šešiasdešimt šeši,astoņdesmit septiņi tūkstoši deviņi simti sešdesmit seši,osiemdziesiąt siedem tysięcy dziewięćset sześćdziesiąt sześć,восемьдесят семь тысяч девятьсот шестьдесят шесть,seksenyedibindokuzyüzaltmışaltı,แปดหมื่นเจ็ดพันเก้าร้อยหกสิบหก,tám mươi bảy nghìn chín trăm sáu mươi sáu
322,59695,50|+|9|x|1000|+|6|x|100|+|90|+|5,"sixty-one thousand, five hundred and sixty-one",einundsechzigtausendfünfhunderteinundsechzig,sesenta y uno mil quinientos sesenta y uno,soixante et un mille cinq cent soixante et un,enam puluh satu ribu lima ratus enam puluh satu,sessantunomilacinquecentosessantuno,六万千五百六十一,육만 천오백육십일,šešiasdešimt vienas tūkstantis penki šimtai šešiasdešimt vienas,sešdesmit viens tūkstotis pieci simti sešdesmit viens,sześćdziesiąt jeden tysięcy pięćset sześćdziesiąt jeden,шестьдесят одна тысяча пятьсот шестьдесят один,altmışbirbinbeşyüzaltmışbir,หกหมื่นหนึ่งพันห้าร้อยหกสิบเอ็ด,sáu mươi mốt nghìn năm trăm sáu mươi mốt
323,78191,70|+|8|x|1000|+|1|x|100|+|90|+|1,"ninety-two thousand, one hundred and seventy-seven",zweiundneunzigtausendeinhundertsiebenundsiebzig,noventa y dos mil ciento setenta y siete,quatre-vingt-douze mille cent soixante-dix-sept,sembilan puluh dua ribu seratus tujuh puluh tujuh,novantaduemilacentosettantasette,九万二千百七十七,구만 이천백칠십칠,devyniasdešimt du tūkstančiai vienas šimtas septyniasdešimt septyni,deviņdesmit divi tūkstoši simts septiņdesmit septiņi,dziewięćdzisiąt dwa tysiące sto siedemdziesiąt siedem,девяносто две тысячи сто семьдесят семь,doksanikibinyüzyetmişyedi,เก้าหมื่นสองพันหนึ่งร้อยเจ็ดสิบเจ็ด,chín mươi hai nghìn một trăm bảy mươi bảy
324,40034,40|+|0|x|1000|+|0|x|100|+|30|+|4,"forty-seven thousand, four hundred and twenty-one",siebenundvierzigtausendvierhunderteinundzwanzig,cuarenta y siete mil cuatrocientos veintiuno,quarante-sept mille quatre cent vingt et un,empat puluh tujuh ribu empat ratus dua puluh satu,quarantasettemilaquattrocentoventiuno,四万七千四百二十一,사만 칠천사백이십일,keturiasdešimt septyni tūkstančiai keturi šimtai dvidešimt vienas,četrdesmit septiņi tūkstoši četri simti divdesmit viens,czterdzieści siedem tysięcy czterysta dwadzieścia jeden,сорок семь тысяч четыреста двадцать один,kırkyedibindörtyüzyirmibir,สี่หมื่นเจ็ดพันสี่ร้อยยี่สิบเอ็ด,bốn mươi bảy nghìn bốn trăm hai mươi mốt
